ASU_Acar ID	NCBI Gene ID	NCBI Gene Symbol	Ensembl Gene ID	Ensembl Gene Name	RefSeq Gene Description from Blast2GO matches
ASU_Acar_G.18330	100557390	LOC100557390	ENSACAG00000014367	P4HA3	-
ASU_Acar_G.18331	100557588	LOC100557588	ENSACAG00000022091	-	-
ASU_Acar_G.18332	100558174	LOC100558174	ENSACAG00000023263	-	-
ASU_Acar_G.18333	100558372	LOC100558372	ENSACAG00000003877	SPCS2	-
ASU_Acar_G.18334	-	-	-	-	PREDICTED: putative octanoyltransferase, mitochondrial-like
ASU_Acar_G.18335	100558966	LOC100558966	ENSACAG00000014446	RNF169	-
ASU_Acar_G.18336	100557195	LOC100557195	ENSACAG00000014334	FAM168A	-
ASU_Acar_G.18337	-	-	-	-	PREDICTED: hypothetical protein LOC100487670
ASU_Acar_G.18338	100563434	LOC100563434	ENSACAG00000006791	SNX1	-
ASU_Acar_G.18339	100562251	LOC100562251	ENSACAG00000006314	-	-
ASU_Acar_G.1834	100555586	LOC100555586	ENSACAG00000005795	EPHX1	-
ASU_Acar_G.18340	100562649	LOC100562649	ENSACAG00000006633	-	-
ASU_Acar_G.18341	100561856	LOC100561856	ENSACAG00000006308	SHF	-
ASU_Acar_G.18342	100559556	LOC100559556	ENSACAG00000006079	CELF6	-
ASU_Acar_G.18343	100563632	LOC100563632	-	-	-
ASU_Acar_G.18344	100561469	znf609	ENSACAG00000007125	-	-
ASU_Acar_G.18345	-	-	-	-	-
ASU_Acar_G.18346	-	-	-	-	zinc finger protein 609-like
ASU_Acar_G.18347	-	-	-	-	pcna-associated factor-like
ASU_Acar_G.18348	-	-	-	-	-
ASU_Acar_G.18349	100561666	LOC100561666	ENSACAG00000007150	OAZ3	-
ASU_Acar_G.1835	100561483	obscn	ENSACAG00000014245	OBSL1	-
ASU_Acar_G.18350	-	-	ENSACAG00000006476	ZNF592	-
ASU_Acar_G.18351	100560544	LOC100560544	ENSACAG00000006744	-	-
ASU_Acar_G.18352	100560150	LOC100560150	-	-	-
ASU_Acar_G.18353	100562847	LOC100562847	ENSACAG00000006710	-	-
ASU_Acar_G.18354	-	-	-	-	-
ASU_Acar_G.18355	100562454	LOC100562454	ENSACAG00000006617	-	-
ASU_Acar_G.18356	100563047	LOC100563047	-	-	-
ASU_Acar_G.18357	100560544	LOC100560544	ENSACAG00000006778	SNX22	-
ASU_Acar_G.18358	100561274	LOC100561274	ENSACAG00000006991	CSNK1G1	-
ASU_Acar_G.18359	-	-	ENSACAG00000006968	-	-
ASU_Acar_G.1836	100557267	papln	ENSACAG00000016156	PAPLN	-
ASU_Acar_G.18360	100561077	trip4	ENSACAG00000007077	TRIP4	-
ASU_Acar_G.18361	-	-	ENSACAG00000006448	ALPK3	-
ASU_Acar_G.18362	100559752	LOC100559752	ENSACAG00000006145	PARP6	-
ASU_Acar_G.18363	100552357	LOC100552357	-	-	-
ASU_Acar_G.18364	100565205	LOC100565205	ENSACAG00000002972	-	-
ASU_Acar_G.18365	100553338	LOC100553338	-	-	-
ASU_Acar_G.18366	100553338	LOC100553338	ENSACAG00000000812	IGHM	-
ASU_Acar_G.18367	100565794	LOC100565794	ENSACAG00000002917	-	-
ASU_Acar_G.18368	-	-	-	-	PREDICTED: hypothetical protein LOC100568140
ASU_Acar_G.18369	100551964	LOC100551964	-	-	-
ASU_Acar_G.1837	-	-	-	-	prosaas precursor
ASU_Acar_G.18370	100553338	LOC100553338	ENSACAG00000023622	-	-
ASU_Acar_G.18371	-	-	ENSACAG00000002864	-	-
ASU_Acar_G.18372	100566969	LOC100566969	ENSACAG00000002902	-	-
ASU_Acar_G.18373	-	-	ENSACAG00000002907	-	-
ASU_Acar_G.18374	100552747	LOC100552747	ENSACAG00000002838	-	-
ASU_Acar_G.18375	100553534	mmp14	ENSACAG00000001287	MMP14	-
ASU_Acar_G.18376	100564816	LOC100564816	ENSACAG00000025737	-	-
ASU_Acar_G.18377	100567165	LOC100567165	ENSACAG00000002870	-	-
ASU_Acar_G.18378	100565602	LOC100565602	ENSACAG00000002942	-	-
ASU_Acar_G.18379	100565402	LOC100565402	-	-	-
ASU_Acar_G.1838	100567639	odc1	ENSACAG00000012600	ODC1	-
ASU_Acar_G.18380	-	-	-	-	-
ASU_Acar_G.18381	100568140	LOC100568140	-	-	-
ASU_Acar_G.18382	-	-	ENSACAG00000001265	MRPL52	-
ASU_Acar_G.18383	100564220	LOC100564220	ENSACAG00000000945	OXA1L	-
ASU_Acar_G.18384	-	-	-	-	PREDICTED: hypothetical protein LOC100568140
ASU_Acar_G.18385	100564615	LOC100564615	ENSACAG00000002989	-	-
ASU_Acar_G.18386	100564416	LOC100564416	ENSACAG00000001035	SLC7A7	-
ASU_Acar_G.18387	-	-	-	-	prefoldin subunit 3-like
ASU_Acar_G.18388	100552948	LOC100552948	ENSACAG00000021047	-	-
ASU_Acar_G.18389	-	-	ENSACAG00000020946	-	-
ASU_Acar_G.1839	100561543	map2	ENSACAG00000010914	MAP2	-
ASU_Acar_G.18390	100565994	LOC100565994	ENSACAG00000009673	-	-
ASU_Acar_G.18391	-	-	-	-	PREDICTED: hypothetical protein LOC100564816
ASU_Acar_G.18392	100566774	LOC100566774	-	-	-
ASU_Acar_G.18393	100555693	LOC100555693	ENSACAG00000016980	-	-
ASU_Acar_G.18394	-	-	ENSACAG00000017164	C15orf39	-
ASU_Acar_G.18395	100553935	LOC100553935	ENSACAG00000017077	MPI	-
ASU_Acar_G.18396	-	-	-	-	upf0583 protein c15orf59
ASU_Acar_G.18397	100554908	LOC100554908	ENSACAG00000017126	SCAMP5	-
ASU_Acar_G.18398	100554516	LOC100554516	ENSACAG00000017167	-	-
ASU_Acar_G.18399	-	-	-	-	-
ASU_Acar_G.184	-	-	-	-	rna-directed dna polymerase from mobile element jockey-like
ASU_Acar_G.1840	-	-	-	-	-
ASU_Acar_G.18400	100554516	LOC100554516	-	-	-
ASU_Acar_G.18401	100553736	LOC100553736	ENSACAG00000017111	COX5A	-
ASU_Acar_G.18402	100554129	LOC100554129	ENSACAG00000017187	TBC1D21	-
ASU_Acar_G.18403	100554318	LOC100554318	ENSACAG00000017180	LOXL1	-
ASU_Acar_G.18404	100555498	LOC100555498	ENSACAG00000017007	SCAMP2	-
ASU_Acar_G.18405	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.18406	100554709	LOC100554709	ENSACAG00000017160	PPCDC	-
ASU_Acar_G.18407	100556666	LOC100556666	ENSACAG00000017102	LRRC32	-
ASU_Acar_G.18408	100555887	LOC100555887	ENSACAG00000014181	ACER3	-
ASU_Acar_G.18409	100556277	LOC100556277	ENSACAG00000026895	OMP	-
ASU_Acar_G.1841	100552050	LOC100552050	ENSACAG00000014055	COL4A2	-
ASU_Acar_G.18410	-	-	-	-	calpain 5
ASU_Acar_G.18411	100556473	LOC100556473	ENSACAG00000011233	GUCY2F	-
ASU_Acar_G.18412	-	-	-	-	PREDICTED: calpain-5
ASU_Acar_G.18413	100556862	LOC100556862	ENSACAG00000017081	C11orf30	-
ASU_Acar_G.18414	100556080	prkrir	ENSACAG00000017074	PRKRIR	-
ASU_Acar_G.18415	100557056	LOC100557056	ENSACAG00000003766	ATP6V1G1	-
ASU_Acar_G.18416	100557255	LOC100557255	-	-	-
ASU_Acar_G.18417	-	-	-	-	low quality protein: partial
ASU_Acar_G.18418	-	-	-	-	transmembrane protein c9orf91 homolog
ASU_Acar_G.18419	100557783	pappa	ENSACAG00000017955	PAPPA	-
ASU_Acar_G.1842	100558321	lss	ENSACAG00000004914	LSS	-
ASU_Acar_G.18420	-	-	ENSACAG00000003757	TNFSF15	-
ASU_Acar_G.18421	-	-	-	-	PREDICTED: hypothetical protein LOC100485130
ASU_Acar_G.18422	100557589	tnc	ENSACAG00000003431	TNC	-
ASU_Acar_G.18423	100557452	LOC100557452	-	-	-
ASU_Acar_G.18424	100557979	LOC100557979	ENSACAG00000004401	ZCCHC24	-
ASU_Acar_G.18425	100558768	LOC100558768	-	-	-
ASU_Acar_G.18426	100558571	anxa11	ENSACAG00000004422	ANXA11	-
ASU_Acar_G.18427	-	-	-	-	transmembrane protein c10orf57 homolog
ASU_Acar_G.18428	-	-	-	-	retinal homeobox protein rx-like
ASU_Acar_G.18429	-	-	-	-	-
ASU_Acar_G.1843	100554797	LOC100554797	ENSACAG00000027033	-	-
ASU_Acar_G.18430	100558175	LOC100558175	ENSACAG00000024834	-	-
ASU_Acar_G.18431	100558373	LOC100558373	-	-	-
ASU_Acar_G.18432	100558967	LOC100558967	-	-	-
ASU_Acar_G.18433	100560088	LOC100560088	-	-	-
ASU_Acar_G.18434	-	-	-	-	-
ASU_Acar_G.18435	100560286	LOC100560286	ENSACAG00000005039	-	-
ASU_Acar_G.18436	100559160	LOC100559160	ENSACAG00000008965	SAMD4B	-
ASU_Acar_G.18437	100559490	LOC100559490	ENSACAG00000004037	-	-
ASU_Acar_G.18438	-	-	-	-	zinc finger protein c3h1 type-like 1-like
ASU_Acar_G.18439	100559687	LOC100559687	ENSACAG00000008921	GMFG	-
ASU_Acar_G.1844	100557144	LOC100557144	ENSACAG00000008155	TBC1D10C	-
ASU_Acar_G.18440	100559888	LOC100559888	-	-	-
ASU_Acar_G.18441	100561667	LOC100561667	ENSACAG00000006418	C1QL2	-
ASU_Acar_G.18442	-	-	-	-	complement c1q-like protein 2-like
ASU_Acar_G.18443	100561078	LOC100561078	ENSACAG00000009513	TMEM37	-
ASU_Acar_G.18444	100560681	LOC100560681	ENSACAG00000009516	-	-
ASU_Acar_G.18445	100561275	LOC100561275	ENSACAG00000009500	DBI	-
ASU_Acar_G.18446	-	-	ENSACAG00000006420	MARCO	-
ASU_Acar_G.18447	100560484	LOC100560484	ENSACAG00000009484	C2orf76	-
ASU_Acar_G.18448	100560880	LOC100560880	ENSACAG00000000986	-	-
ASU_Acar_G.18449	100561470	steap3	ENSACAG00000016141	STEAP3	-
ASU_Acar_G.1845	100559967	LOC100559967	ENSACAG00000001186	STXBP6	-
ASU_Acar_G.18450	100562455	LOC100562455	ENSACAG00000005161	LYPLA2	-
ASU_Acar_G.18451	100563048	LOC100563048	ENSACAG00000005000	PPT1	-
ASU_Acar_G.18452	100563246	cap1	ENSACAG00000004929	CAP1	-
ASU_Acar_G.18453	100563830	LOC100563830	ENSACAG00000005323	CNR2	-
ASU_Acar_G.18454	100564417	LOC100564417	ENSACAG00000005229	-	-
ASU_Acar_G.18455	100565206	LOC100565206	ENSACAG00000004683	COL9A2	-
ASU_Acar_G.18456	100564221	LOC100564221	ENSACAG00000005231	HMGCL	-
ASU_Acar_G.18457	100562650	LOC100562650	ENSACAG00000005103	-	-
ASU_Acar_G.18458	100564817	LOC100564817	ENSACAG00000005097	-	-
ASU_Acar_G.18459	100562051	LOC100562051	ENSACAG00000005327	-	-
ASU_Acar_G.1846	100562798	foxn2	ENSACAG00000014236	-	-
ASU_Acar_G.18460	100565013	mfsd2a	ENSACAG00000004894	MFSD2A	-
ASU_Acar_G.18461	100563633	LOC100563633	-	-	-
ASU_Acar_G.18462	100562848	LOC100562848	ENSACAG00000005058	RPL11	-
ASU_Acar_G.18463	100562252	LOC100562252	ENSACAG00000005183	GALE	-
ASU_Acar_G.18464	100564026	fuca1	ENSACAG00000005280	FUCA1	-
ASU_Acar_G.18465	100561857	LOC100561857	ENSACAG00000005346	-	-
ASU_Acar_G.18466	-	-	-	-	-
ASU_Acar_G.18467	100563435	LOC100563435	ENSACAG00000005357	MYOM3	-
ASU_Acar_G.18468	-	-	-	-	PREDICTED: rhophilin-1-like
ASU_Acar_G.18469	100565403	LOC100565403	ENSACAG00000004386	-	-
ASU_Acar_G.1847	-	-	-	-	-
ASU_Acar_G.18470	-	-	-	-	PREDICTED: uncharacterized protein LOC100857153
ASU_Acar_G.18471	-	-	ENSACAG00000025426	TRBV30	-
ASU_Acar_G.18472	-	-	ENSACAG00000025506	-	-
ASU_Acar_G.18473	-	-	-	-	PREDICTED: uncharacterized protein LOC100857153
ASU_Acar_G.18474	-	-	-	-	tcr vdjc bv5 bj1 precursor
ASU_Acar_G.18475	100566195	LOC100566195	ENSACAG00000008362	-	-
ASU_Acar_G.18476	100565603	LOC100565603	ENSACAG00000007958	-	-
ASU_Acar_G.18477	100565795	LOC100565795	ENSACAG00000007893	-	-
ASU_Acar_G.18478	100566394	LOC100566394	ENSACAG00000008000	EPHB6	-
ASU_Acar_G.18479	-	-	-	-	-
ASU_Acar_G.1848	100562988	LOC100562988	ENSACAG00000014666	KCNK13	-
ASU_Acar_G.18480	100566582	LOC100566582	ENSACAG00000007933	TRBC2	-
ASU_Acar_G.18481	100567166	LOC100567166	ENSACAG00000004345	COPS3	-
ASU_Acar_G.18482	100568141	LOC100568141	ENSACAG00000004475	NT5M	-
ASU_Acar_G.18483	100551569	LOC100551569	ENSACAG00000001439	FLCN	-
ASU_Acar_G.18484	100551965	LOC100551965	ENSACAG00000005054	-	-
ASU_Acar_G.18485	100567552	LOC100567552	ENSACAG00000001421	RAI1	-
ASU_Acar_G.18486	100567358	LOC100567358	ENSACAG00000001181	SREBF1	-
ASU_Acar_G.18487	100567944	LOC100567944	ENSACAG00000004505	MED9	-
ASU_Acar_G.18488	100567746	LOC100567746	ENSACAG00000004525	PEMT	-
ASU_Acar_G.18489	100552160	LOC100552160	ENSACAG00000005046	C7orf50	-
ASU_Acar_G.1849	100559231	LOC100559231	ENSACAG00000015744	HAUS2	-
ASU_Acar_G.18490	100551769	LOC100551769	ENSACAG00000001145	MPRIP	-
ASU_Acar_G.18491	100566970	LOC100566970	ENSACAG00000004515	RASD1	-
ASU_Acar_G.18492	100567552	LOC100567552	-	-	-
ASU_Acar_G.18493	100552358	LOC100552358	ENSACAG00000017886	C14orf166	-
ASU_Acar_G.18494	-	-	ENSACAG00000017895	HEATR7B2	-
ASU_Acar_G.18495	100552748	nid2	ENSACAG00000017862	NID2	-
ASU_Acar_G.18496	100552554	LOC100552554	ENSACAG00000017890	FRMD6	-
ASU_Acar_G.18497	-	-	ENSACAG00000017895	HEATR7B2	-
ASU_Acar_G.18498	100553144	LOC100553144	ENSACAG00000004731	ZBTB43	-
ASU_Acar_G.18499	-	-	-	-	lim homeobox protein lmx- -like
ASU_Acar_G.185	100558247	tmem62	ENSACAG00000015947	TMEM62	-
ASU_Acar_G.1850	100565945	LOC100565945	ENSACAG00000012316	FRK	-
ASU_Acar_G.18500	-	-	-	-	-
ASU_Acar_G.18501	-	-	-	-	uncharacterized protein LOC100005628
ASU_Acar_G.18502	100553339	LOC100553339	ENSACAG00000004729	ZBTB34	-
ASU_Acar_G.18503	100553737	LOC100553737	-	-	-
ASU_Acar_G.18504	100552949	ralgps1	-	-	-
ASU_Acar_G.18505	100553535	LOC100553535	ENSACAG00000027629	-	-
ASU_Acar_G.18506	100554130	LOC100554130	ENSACAG00000004495	FBXW2	-
ASU_Acar_G.18507	100553936	LOC100553936	ENSACAG00000022610	-	-
ASU_Acar_G.18508	-	-	ENSACAG00000004716	ANGPTL2	-
ASU_Acar_G.18509	100554319	dpp8	ENSACAG00000004752	DPP8	-
ASU_Acar_G.1851	100552247	LOC100552247	ENSACAG00000010371	USP45	-
ASU_Acar_G.18510	100554973	LOC100554973	ENSACAG00000004531	DENND4A	-
ASU_Acar_G.18511	100555564	LOC100555564	ENSACAG00000004479	RAB11A	-
ASU_Acar_G.18512	100555168	igdcc4	ENSACAG00000004850	IGDCC4	-
ASU_Acar_G.18513	-	-	-	-	neuronal cell adhesion molecule
ASU_Acar_G.18514	100555369	LOC100555369	ENSACAG00000004719	PTPLAD1	-
ASU_Acar_G.18515	100555755	LOC100555755	ENSACAG00000004442	-	-
ASU_Acar_G.18516	-	-	-	-	-
ASU_Acar_G.18517	100554776	LOC100554776	ENSACAG00000004673	C15orf44	-
ASU_Acar_G.18518	100556147	LOC100556147	-	-	-
ASU_Acar_G.18519	-	-	ENSACAG00000002821	THPO	-
ASU_Acar_G.1852	100563704	LOC100563704	ENSACAG00000009196	MUC6	-
ASU_Acar_G.18520	100556343	LOC100556343	ENSACAG00000002707	CHRD	-
ASU_Acar_G.18521	100555951	LOC100555951	ENSACAG00000002828	POLR2H	-
ASU_Acar_G.18522	-	-	ENSACAG00000017039	PDRG1	-
ASU_Acar_G.18523	100558108	LOC100558108	ENSACAG00000008592	ASXL1	-
ASU_Acar_G.18524	100557519	LOC100557519	ENSACAG00000017057	-	-
ASU_Acar_G.18525	100557320	LOC100557320	ENSACAG00000017051	XKR7	-
ASU_Acar_G.18526	100557125	ttll9	ENSACAG00000017019	TTLL9	-
ASU_Acar_G.18527	100556929	kif3b	ENSACAG00000008601	KIF3B	-
ASU_Acar_G.18528	100557519	LOC100557519	ENSACAG00000008823	HCK	-
ASU_Acar_G.18529	100557713	tm9sf4	ENSACAG00000008747	TM9SF4	-
ASU_Acar_G.1853	100565748	LOC100565748	ENSACAG00000010431	-	-
ASU_Acar_G.18530	100557912	LOC100557912	ENSACAG00000008660	POFUT1	-
ASU_Acar_G.18531	100556734	plagl2	ENSACAG00000008743	PLAGL2	-
ASU_Acar_G.18532	-	-	-	-	PREDICTED: hypothetical protein LOC100430013
ASU_Acar_G.18533	-	-	ENSACAG00000023162	DUSP15	-
ASU_Acar_G.18534	100558302	LOC100558302	ENSACAG00000008535	C20orf112	-
ASU_Acar_G.18535	100561134	LOC100561134	ENSACAG00000005870	-	-
ASU_Acar_G.18536	100558699	LOC100558699	ENSACAG00000015878	DTWD1	-
ASU_Acar_G.18537	-	-	-	-	low quality protein: shc-transforming protein 4-like
ASU_Acar_G.18538	100560349	galk2	ENSACAG00000015916	GALK2	-
ASU_Acar_G.18539	100560545	secisbp2l	ENSACAG00000006021	SECISBP2L	-
ASU_Acar_G.1854	100562860	LOC100562860	ENSACAG00000000057	TPH1	-
ASU_Acar_G.18540	100559952	LOC100559952	ENSACAG00000015749	-	-
ASU_Acar_G.18541	100560740	LOC100560740	ENSACAG00000005944	SHC4	-
ASU_Acar_G.18542	100561134	LOC100561134	ENSACAG00000022032	-	-
ASU_Acar_G.18543	100559557	LOC100559557	ENSACAG00000015702	SLC30A4	-
ASU_Acar_G.18544	100558897	LOC100558897	ENSACAG00000015899	FGF7	-
ASU_Acar_G.18545	-	-	-	-	PREDICTED: uncharacterized protein C15orf33-like
ASU_Acar_G.18546	100559218	LOC100559218	ENSACAG00000015992	COPS2	-
ASU_Acar_G.18547	100559753	LOC100559753	ENSACAG00000015727	SPATA5L1	-
ASU_Acar_G.18548	100560151	LOC100560151	-	-	-
ASU_Acar_G.18549	100560937	LOC100560937	ENSACAG00000005920	CEP152	-
ASU_Acar_G.1855	100566084	snrk	ENSACAG00000015044	SNRK	-
ASU_Acar_G.18550	100558498	LOC100558498	ENSACAG00000015724	C15orf48	-
ASU_Acar_G.18551	-	-	ENSACAG00000024409	-	-
ASU_Acar_G.18552	100562111	LOC100562111	-	-	-
ASU_Acar_G.18553	100562511	LOC100562511	ENSACAG00000013244	AIMP2	-
ASU_Acar_G.18554	100561524	LOC100561524	-	-	-
ASU_Acar_G.18555	100563887	usp42	ENSACAG00000013073	USP42	-
ASU_Acar_G.18556	100561331	LOC100561331	ENSACAG00000012704	METTL9	-
ASU_Acar_G.18557	100564085	LOC100564085	ENSACAG00000013139	EIF2AK1	-
ASU_Acar_G.18558	100563301	LOC100563301	ENSACAG00000012380	CREBBP	-
ASU_Acar_G.18559	-	-	ENSACAG00000012900	ITFG3	-
ASU_Acar_G.1856	100555970	LOC100555970	ENSACAG00000007896	ANKRD13D	-
ASU_Acar_G.18560	100561721	LOC100561721	ENSACAG00000012844	KDELR2	-
ASU_Acar_G.18561	100563494	otoa	ENSACAG00000012735	OTOA	-
ASU_Acar_G.18562	100564876	LOC100564876	ENSACAG00000012378	BHLHA15	-
ASU_Acar_G.18563	100565263	LOC100565263	ENSACAG00000012924	RGS11	-
ASU_Acar_G.18564	100563106	LOC100563106	ENSACAG00000012269	-	-
ASU_Acar_G.18565	100564676	lmtk2	ENSACAG00000012302	LMTK2	-
ASU_Acar_G.18566	-	-	-	-	-
ASU_Acar_G.18567	100564477	LOC100564477	ENSACAG00000005321	-	-
ASU_Acar_G.18568	100561917	LOC100561917	ENSACAG00000012949	RAC1	-
ASU_Acar_G.18569	-	-	-	-	-
ASU_Acar_G.1857	100568225	htr2a	ENSACAG00000014570	HTR2A	-
ASU_Acar_G.18570	100565069	LOC100565069	ENSACAG00000012701	TRAP1	-
ASU_Acar_G.18571	100563689	LOC100563689	ENSACAG00000012975	CYTH3	-
ASU_Acar_G.18572	100562906	LOC100562906	ENSACAG00000012176	-	-
ASU_Acar_G.18573	100564282	pms2	ENSACAG00000013264	PMS2	-
ASU_Acar_G.18574	100565854	LOC100565854	ENSACAG00000013546	CHST8	-
ASU_Acar_G.18575	100565458	LOC100565458	ENSACAG00000013617	CEBPG	-
ASU_Acar_G.18576	-	-	-	-	low quality protein: xaa-pro dipeptidase-like
ASU_Acar_G.18577	100566056	LOC100566056	ENSACAG00000013551	PEPD	-
ASU_Acar_G.18578	100565659	LOC100565659	ENSACAG00000013531	KCTD15	-
ASU_Acar_G.18579	-	-	ENSACAG00000027418	-	-
ASU_Acar_G.1858	100553489	LOC100553489	ENSACAG00000007109	SAMD5	-
ASU_Acar_G.18580	100566255	LOC100566255	ENSACAG00000013589	DCTD	-
ASU_Acar_G.18581	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18582	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18583	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18584	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18585	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18586	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18587	100566445	LOC100566445	ENSACAG00000013597	ODZ3	-
ASU_Acar_G.18588	100567418	LOC100567418	ENSACAG00000001682	ARHGAP39	-
ASU_Acar_G.18589	100567221	LOC100567221	ENSACAG00000001821	PYCRL	-
ASU_Acar_G.1859	100556097	LOC100556097	ENSACAG00000014826	SPACA1	-
ASU_Acar_G.18590	100567024	LOC100567024	ENSACAG00000001861	EEF1D	-
ASU_Acar_G.18591	100567615	LOC100567615	ENSACAG00000001546	RHPN1	-
ASU_Acar_G.18592	100567418	LOC100567418	-	-	-
ASU_Acar_G.18593	100566829	LOC100566829	ENSACAG00000001910	-	-
ASU_Acar_G.18594	-	-	-	-	PREDICTED: hypothetical protein LOC100567984
ASU_Acar_G.18595	-	-	-	-	charged multivesicular body protein 6-like
ASU_Acar_G.18596	-	-	-	-	PREDICTED: hypothetical protein LOC559540
ASU_Acar_G.18597	100566638	LOC100566638	ENSACAG00000001741	TSTA3	-
ASU_Acar_G.18598	-	-	-	-	PREDICTED: hypothetical protein LOC559540
ASU_Acar_G.18599	-	-	-	-	-
ASU_Acar_G.186	100555120	LOC100555120	ENSACAG00000014449	LYRM2	-
ASU_Acar_G.1860	100551786	LOC100551786	ENSACAG00000022571	MPPED2	-
ASU_Acar_G.18600	-	-	ENSACAG00000028121	-	-
ASU_Acar_G.18601	100567812	LOC100567812	ENSACAG00000012182	GADD45G	-
ASU_Acar_G.18602	100551770	cpeb2	ENSACAG00000000359	-	-
ASU_Acar_G.18603	-	-	ENSACAG00000022790	-	-
ASU_Acar_G.18604	-	-	-	-	PREDICTED: hypothetical protein LOC100561123
ASU_Acar_G.18605	100551570	LOC100551570	ENSACAG00000027159	-	-
ASU_Acar_G.18606	100568142	LOC100568142	ENSACAG00000012122	C1QTNF7	-
ASU_Acar_G.18607	100555033	LOC100555033	ENSACAG00000005495	RBM42	-
ASU_Acar_G.18608	100554452	LOC100554452	ENSACAG00000005533	-	-
ASU_Acar_G.18609	100554838	LOC100554838	ENSACAG00000005529	-	-
ASU_Acar_G.1861	100563120	LOC100563120	ENSACAG00000022474	-	-
ASU_Acar_G.18610	100553273	LOC100553273	ENSACAG00000005745	SCN1B	-
ASU_Acar_G.18611	100552686	LOC100552686	-	-	-
ASU_Acar_G.18612	100554256	LOC100554256	ENSACAG00000027413	-	-
ASU_Acar_G.18613	100555430	LOC100555430	ENSACAG00000005483	-	-
ASU_Acar_G.18614	100553084	LOC100553084	ENSACAG00000005408	MAG	-
ASU_Acar_G.18615	100553672	LOC100553672	ENSACAG00000005602	-	-
ASU_Acar_G.18616	100552488	LOC100552488	ENSACAG00000025867	-	-
ASU_Acar_G.18617	100554068	LOC100554068	ENSACAG00000005531	-	-
ASU_Acar_G.18618	100552884	LOC100552884	-	-	-
ASU_Acar_G.18619	100551966	LOC100551966	-	-	-
ASU_Acar_G.1862	100556757	snap91	ENSACAG00000003998	SNAP91	-
ASU_Acar_G.18620	100555230	LOC100555230	ENSACAG00000005484	-	-
ASU_Acar_G.18621	100554256	LOC100554256	ENSACAG00000027413	-	-
ASU_Acar_G.18622	-	-	ENSACAG00000023890	HAUS5	-
ASU_Acar_G.18623	100553471	LOC100553471	ENSACAG00000005701	GRAMD1A	-
ASU_Acar_G.18624	-	-	ENSACAG00000011407	-	-
ASU_Acar_G.18625	100555627	LOC100555627	ENSACAG00000026651	-	-
ASU_Acar_G.18626	-	-	ENSACAG00000027636	-	-
ASU_Acar_G.18627	-	-	-	-	-
ASU_Acar_G.18628	-	-	-	-	-
ASU_Acar_G.18629	100558176	LOC100558176	ENSACAG00000011495	SRCAP	-
ASU_Acar_G.1863	100557662	LOC100557662	ENSACAG00000016628	FOXO1	-
ASU_Acar_G.18630	100559754	LOC100559754	ENSACAG00000010435	CCDC64B	-
ASU_Acar_G.18631	100556344	LOC100556344	ENSACAG00000010754	SEPT1	-
ASU_Acar_G.18632	100558968	LOC100558968	ENSACAG00000010734	QPRT	-
ASU_Acar_G.18633	100559953	LOC100559953	ENSACAG00000010402	-	-
ASU_Acar_G.18634	100558572	LOC100558572	ENSACAG00000011349	-	-
ASU_Acar_G.18635	100559359	LOC100559359	ENSACAG00000010627	TBC1D10B	-
ASU_Acar_G.18636	100557391	LOC100557391	ENSACAG00000011926	SLC5A2	-
ASU_Acar_G.18637	100558769	LOC100558769	ENSACAG00000010745	DCTPP1	-
ASU_Acar_G.18638	100556541	LOC100556541	-	-	-
ASU_Acar_G.18639	100556930	LOC100556930	ENSACAG00000010341	THOC6	-
ASU_Acar_G.1864	100560418	LOC100560418	ENSACAG00000008625	-	-
ASU_Acar_G.18640	100557784	LOC100557784	ENSACAG00000011688	RNF40	-
ASU_Acar_G.18641	100556735	LOC100556735	ENSACAG00000010509	-	-
ASU_Acar_G.18642	100558374	LOC100558374	ENSACAG00000011419	FBRS	-
ASU_Acar_G.18643	100560152	LOC100560152	ENSACAG00000023503	-	-
ASU_Acar_G.18644	-	-	-	-	-
ASU_Acar_G.18645	100557196	LOC100557196	-	-	-
ASU_Acar_G.18646	100557590	LOC100557590	-	-	-
ASU_Acar_G.18647	100559558	LOC100559558	ENSACAG00000010453	MMP25	-
ASU_Acar_G.18648	100557980	LOC100557980	ENSACAG00000011548	PHKG2	-
ASU_Acar_G.18649	100558572	LOC100558572	ENSACAG00000011349	-	-
ASU_Acar_G.1865	100560030	LOC100560030	-	-	-
ASU_Acar_G.18650	-	-	ENSACAG00000011410	PRR14	-
ASU_Acar_G.18651	-	-	ENSACAG00000027624	-	-
ASU_Acar_G.18652	100555820	LOC100555820	ENSACAG00000011669	C16orf93	-
ASU_Acar_G.18653	100558572	LOC100558572	ENSACAG00000011349	-	-
ASU_Acar_G.18654	100559161	LOC100559161	ENSACAG00000010684	MYLPF	-
ASU_Acar_G.18655	100560938	LOC100560938	ENSACAG00000007212	CD276	-
